,,TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
World,Blast furnaces (energy),Coke oven gas,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53.42159627,-44.41763629,-54.6239956,-66.78494543,-75.812874,-1674.565382,-1352.343791,-1556.776049,-1608.303609,-1458.848827,-1303.294432,-1322.6155,-1407.126074,-1608.149698,-1522.956894,-1381.461709,-1116.765952,-1286.789888,-1831.453948,-1405.409023,-1625.004637,-1224.41264,-1401.479878,-1859.080998,-1172.459131,-1558.205944,-1434.886565,-2076.190656,-2026.624948,-2139.441655,-1522.504079,-1579.804031,..
World,Blast furnaces (energy),Blast furnace gas,..,..,..,..,..,..,..,..,..,..,..,-5.275085891,-2.662502222,-30.3179553,-119.8025966,-27.5168017,-127.5126547,-150.5143694,-201.9610584,-365.333369,-489.4367728,-559.4528354,-791.6294919,-691.3415341,-521.7743595,-756.5537408,-473.864173,-709.0823087,-857.474889,-812.588853,-1904.40623,-1828.888388,-1604.550016,-1710.082914,-2507.724251,-1983.118743,-2398.159286,-1951.450485,-1855.494879,-2405.75936,-1926.983575,-2549.162359,-3699.17923,-3124.841763,-4246.030091,-4079.666205,-3539.638981,-5352.140917,-3865.992275,-3777.196582,-4228.458743,-4741.65334,-5294.343416,-5789.364825,-5489.019551,-6104.316419,-4901.666381,..
World,Blast furnaces (energy),Other recovered gases,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.094105599,-98.69621143,-81.64450933,-90.47596509,-103.1278148,-134.0953841,-115.9848669,..
World,Blast furnaces (energy),Peat,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Peat products,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Oil shale and oil sands,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Natural gas,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.94425077,-31.91016764,-29.57946713,-29.19120405,-37.44256816,-28.68269385,-37.52486921,-45.13234221,-46.74211164,-281.1945479,-221.7573096,-219.7747557,-2274.414377,-2477.590521,-2534.272854,-2201.484521,-1860.9671,-2152.002681,-2504.428847,-1671.537756,-2326.771419,-1823.673489,-1822.346104,-1754.20189,-1561.953273,-475.0832059,-459.6763783,..
World,Blast furnaces (energy),Crude/NGL/feedstocks (if no detail),..,..,..,..,..,..,..,..,..,..,..,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
World,Blast furnaces (energy),Crude oil,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Natural gas liquids,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Refinery feedstocks,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Additives/blending components,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Other hydrocarbons,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Refinery gas,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Ethane,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Liquefied petroleum gases (LPG),..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.80101495,-2.819797769,-3.34172675,-3.34304333,-2.364485505,0,0,0,0,0,0,0,-0.801500376,0,0,0,-0.844846214,0,0,0,0,..
World,Blast furnaces (energy),Motor gasoline excl. biofuels,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Aviation gasoline,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Gasoline type jet fuel,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Kerosene type jet fuel excl. biofuels,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Other kerosene,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Gas/diesel oil excl. biofuels,..,..,..,..,..,..,..,..,..,..,..,-507.5203312,-493.2681655,-481.6985426,-509.2094065,-366.1357999,-213.2159694,-289.7910282,-278.7571106,-315.1061306,-202.2590149,-256.7740732,-196.7941089,-166.8812435,-146.8446402,-210.5319868,-139.3374159,-174.6687832,-196.2327934,-161.2973642,-119.7029705,-133.1461847,-90.07934018,-80.21012503,-83.17841511,-99.93892784,-136.3148635,-122.3391871,-119.5345802,-106.730846,-95.77675926,-129.5671735,0,0,0,0,0,0,0,0,0,0,0,0,-0.823321254,0,0,..
World,Blast furnaces (energy),Fuel oil,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.44090793,-51.23997557,-25.42053556,-28.74345542,-39.50404608,-39.00820509,-36.22687342,-7.33093966,-8.274934088,-6.55745753,..
World,Blast furnaces (energy),Naphtha,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),White spirit & SBP,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Lubricants,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Bitumen,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Paraffin waxes,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Petroleum coke,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.804737842,0,0,0,0,-146.2404016,-9.663260844,0,0,..
World,Blast furnaces (energy),Other oil products,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Industrial waste,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.54860926,-42.23285431,-61.5331239,-33.92935716,-49.32003753,-73.82998919,-52.19647814,-43.87300267,-47.33841576,-39.67685278,-50.84827793,..
World,Blast furnaces (energy),Municipal waste (renewable),..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Municipal waste (non-renewable),..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Primary solid biofuels,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Biogases,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Biogasoline,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Biodiesels,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Bio jet kerosene,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Other liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Non-specified primary biofuels and waste,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Charcoal,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Elec/heat output from non-specified manufactured gases,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Heat output from non-specified combustible fuels,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Nuclear,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Hydro,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Geothermal,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Solar photovoltaics,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Solar thermal,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),"Tide, wave and ocean",..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Wind,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Other sources,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Blast furnaces (energy),Electricity,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-110.4956513,-113.4112761,-174.7389948,-136.6934736,-168.2395841,-158.3216489,-157.5608892,-230.6939018,-169.6248052,-159.9372267,-175.7495639,-214.920388,-376.7305902,-544.3271455,-554.6994201,-449.4464103,-438.1898234,-359.2955642,-475.3607338,-376.2362327,-387.5698812,-439.7815099,-559.4619514,-443.7372475,-502.6174977,-575.410536,-611.5823088,..
World,Blast furnaces (energy),Heat,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.23828161,-7.9187978,-8.328338791,-7.762509836,-12.79279917,..
World,Blast furnaces (energy),Total,..,..,..,..,..,..,..,..,..,..,..,-575.0457992,-528.1161172,-551.3824263,-561.5450917,-360.090327,-318.6651215,-378.6705861,-722.1036268,-1140.84332,-896.1572023,-1450.927678,-1519.924047,-1272.666512,-968.1935669,-1319.747359,-1028.72941,-1168.231909,-1105.620728,-1408.107485,-4271.931004,-3961.924877,-4267.142798,-3468.385738,-4612.328735,-4930.479142,-4247.495312,-3866.621874,-4544.538465,-5008.360228,-4924.149895,-4778.523818,-8752.553674,-6686.224261,-10021.34985,-7534.896078,-7170.276384,-9035.654916,-9022.728669,-7509.988984,-10197.37668,-8058.831425,-11379.13051,-9775.103342,-10972.75364,-8244.751651,-8692.052324,..
World,Blast furnaces (energy),Memo: Renewables,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Hard coal (if no detail),..,..,..,..,..,..,..,..,..,..,..,-3.9146594,-3.373400946,-2.905600696,-4.458629397,-2.992420256,-2.845789981,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
World,Gas works (energy),Brown coal (if no detail),..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
World,Gas works (energy),Anthracite,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Coking coal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.2931424,-31.51386542,-100.4662891,-155.8156915,-356.4353572,-148.8250685,-157.9772694,-107.6368347,-159.3267755,-119.4236828,-94.67491801,-12.25876868,-14.20068033,-13.10718392,-10.12695287,0,-0.81408595,0,0,0,0,0,0,0,..
World,Gas works (energy),Other bituminous coal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,-2.220151945,-1.023401518,0,-7.709367208,-4.562282143,-118.478127,-133.8175075,-248.3254494,-309.2213178,-232.0893362,-564.2996057,-358.8704873,-482.5055427,-595.7937403,-1981.167754,-1075.926191,-1668.000963,-1115.184005,-1027.729965,-319.2713828,-315.1756521,-268.3916747,-249.1179339,-95.52607073,-102.6806887,-96.31411143,-65.94313934,-128.1079062,-108.1777259,-54.35266539,-39.77058265,-17.32048534,..
World,Gas works (energy),Sub-bituminous coal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Lignite,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Patent fuel,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Coke oven coke,..,..,..,..,..,..,..,..,..,..,..,-86.36817008,-74.82452984,-67.09963671,-47.03965776,-43.07120079,-138.6489181,-106.7490245,-125.6872992,-48.92386979,-118.8745769,-46.39320855,-8.175568604,-12.22724619,-11.01806734,-23.97360125,-21.25153052,-19.66699684,-1.061541829,-1.185705021,-31.73869628,-31.62772643,-96.19651754,-292.209245,-144.7264107,-92.59453731,-576.2718594,-455.1105997,-119.9297484,-88.21954106,0,0,0,0,-9.753118315,-9.425285602,-13.1223831,-13.09712041,-20.50806741,-12.39294398,-8.309619261,-5.211828757,-0.985846146,-4.993389135,-2.388864172,0,0,..
World,Gas works (energy),Gas coke,..,..,..,..,..,..,..,..,..,..,..,-452.5340254,-508.8019235,-410.0999802,-472.7282094,-380.3673428,-374.7974903,-422.2137968,-316.0205273,-230.9632866,-219.1431368,-224.2678787,-167.1422444,-132.6379943,-117.5455979,-98.62037025,-87.9099923,-65.02349508,-89.81654594,-90.14596283,-19.18433541,-11.264235,-11.15767305,-7.796089151,-1.06741965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Coal tar,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.3534486,-19.53355531,-12.25903743,-170.4641036,-208.7649646,-155.4045282,-172.9108852,-434.6764406,-296.376554,-453.3909132,-495.0657006,-809.0549559,-902.7570621,-808.4547569,-758.3363607,-917.8225774,-710.7666731,-532.7452025,-1231.842746,-1386.056298,..
World,Gas works (energy),BKB,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.473804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Gas works gas,..,..,..,..,..,..,..,..,..,..,..,-913.0620781,-900.0389238,-777.3545228,-906.7567914,-690.4721034,-821.2601177,-645.0097151,-533.1654561,-698.3994492,-560.8092598,-505.8297374,-647.3808177,-544.803398,-547.6236582,-472.0917067,-291.4216464,-312.6303301,-334.4700798,-550.8709029,-133.2756377,-127.9115735,-108.9726593,-69.61594159,-71.42559527,-158.4456603,-68.09850914,-169.5380702,-105.9323941,-84.89884463,-69.74617838,-116.9184073,-118.0603787,-137.3524496,-193.4231188,-223.8915999,-185.3986391,-199.36767,-166.643059,-161.6783238,-211.6743491,-171.0043106,-143.257829,-187.0238684,-144.8531765,-159.3861268,-155.7114694,..
World,Gas works (energy),Coke oven gas,..,..,..,..,..,..,..,..,..,..,..,-1.01555814,-0.988632066,-0.998282185,-0.985458376,-1.059429116,-1.068030131,-0.858368019,-0.870844033,-0.894581612,-1.17530047,-1.089089326,-0.847080263,-1.172850332,-1.143984006,-1.170772474,-1.068521413,-1.181530244,-3.183080386,-1.945846785,-116.4329409,-136.3655755,-178.0920488,-198.881303,-257.0995433,-173.7882668,-140.3353425,-127.8287339,-168.039045,-260.02994,-195.7633766,-263.6855235,-243.5365119,-375.5750855,-362.1572024,-256.5427995,-239.1677272,-232.0570622,-297.8213793,-332.0824554,-191.8758555,-162.0467866,-203.0994852,-232.4016508,-112.7553338,-85.24757878,-21.51632491,..
World,Gas works (energy),Blast furnace gas,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Other recovered gases,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Peat,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Peat products,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Oil shale and oil sands,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Natural gas,..,..,..,..,..,..,..,..,..,..,..,-93.05528127,-274.5351283,-947.4758246,-760.8838064,-872.9854201,-828.1810456,-726.6768766,-715.7504063,-725.5511886,-569.1862628,-534.991232,-454.3756484,-569.1542234,-510.5711621,-707.8410415,-619.8054732,-537.8642656,-506.4775949,-530.042801,-200.8716072,-149.024094,-258.1452334,-275.8355273,-282.6489112,-412.9808969,-1485.621879,-1148.170304,-1367.574828,-1118.383746,-1626.156489,-1513.0083,-1375.53301,-1313.173917,-1842.094301,-1469.152823,-1530.162711,-2182.275518,-2111.071473,-1539.87243,-1677.537252,-1751.695842,-1858.632155,-1966.130709,-1873.413901,-1568.28569,-1566.373731,..
World,Gas works (energy),Crude/NGL/feedstocks (if no detail),..,..,..,..,..,..,..,..,..,..,..,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
World,Gas works (energy),Crude oil,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Natural gas liquids,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Refinery feedstocks,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Additives/blending components,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
World,Gas works (energy),Other hydrocarbons,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
