COUNTRY,FLOW,PRODUCT,1971,2000
Ghana,         Mining and quarrying,Coke oven coke,0,0
Ghana,         Mining and quarrying,Gas coke,0,0
Ghana,         Mining and quarrying,Coal tar,0,0
Ghana,         Mining and quarrying,BKB,0,0
Ghana,         Mining and quarrying,Gas works gas,0,0
Ghana,         Mining and quarrying,Coke oven gas,0,0
Ghana,         Mining and quarrying,Blast furnace gas,0,0
Ghana,         Mining and quarrying,Other recovered gases,0,0
Ghana,         Mining and quarrying,Peat,0,0
Ghana,         Mining and quarrying,Peat products,0,0
Ghana,         Mining and quarrying,Oil shale and oil sands,0,0
Ghana,         Mining and quarrying,Natural gas,0,0
Ghana,         Mining and quarrying,Crude/NGL/feedstocks (if no detail),x,x
Ghana,         Mining and quarrying,Crude oil,0,0
Ghana,         Mining and quarrying,Natural gas liquids,0,0
Ghana,         Mining and quarrying,Refinery feedstocks,0,0
Ghana,         Mining and quarrying,Additives/blending components,0,0
Ghana,         Mining and quarrying,Other hydrocarbons,0,0
Ghana,         Mining and quarrying,Refinery gas,0,0
Ghana,         Mining and quarrying,Ethane,0,0
Ghana,         Mining and quarrying,Liquefied petroleum gases (LPG),0,0
Ghana,         Mining and quarrying,Motor gasoline excl. biofuels,0,0
Ghana,         Mining and quarrying,Aviation gasoline,0,0
Ghana,         Mining and quarrying,Gasoline type jet fuel,0,0
Ghana,         Mining and quarrying,Kerosene type jet fuel excl. biofuels,0,0
Ghana,         Mining and quarrying,Other kerosene,0,0
Ghana,         Mining and quarrying,Gas/diesel oil excl. biofuels,0,0
Ghana,         Mining and quarrying,Fuel oil,0,0
Ghana,         Mining and quarrying,Naphtha,0,0
Ghana,         Mining and quarrying,White spirit & SBP,0,0
Ghana,         Mining and quarrying,Lubricants,0,0
Ghana,         Mining and quarrying,Bitumen,0,0
Ghana,         Mining and quarrying,Paraffin waxes,0,0
Ghana,         Mining and quarrying,Petroleum coke,0,0
Ghana,         Mining and quarrying,Other oil products,0,0
Ghana,         Mining and quarrying,Industrial waste,0,0
Ghana,         Mining and quarrying,Municipal waste (renewable),0,0
Ghana,         Mining and quarrying,Municipal waste (non-renewable),0,0
Ghana,         Mining and quarrying,Primary solid biofuels,0,0
Ghana,         Mining and quarrying,Biogases,0,0
Ghana,         Mining and quarrying,Biogasoline,0,0
Ghana,         Mining and quarrying,Biodiesels,0,0
Ghana,         Mining and quarrying,Bio jet kerosene,0,0
Ghana,         Mining and quarrying,Other liquid biofuels,0,0
Ghana,         Mining and quarrying,Non-specified primary biofuels and waste,0,0
Ghana,         Mining and quarrying,Charcoal,0,0
Ghana,         Mining and quarrying,Elec/heat output from non-specified manufactured gases,0,0
Ghana,         Mining and quarrying,Heat output from non-specified combustible fuels,0,0
Ghana,         Mining and quarrying,Nuclear,0,0
Ghana,         Mining and quarrying,Hydro,0,0
Ghana,         Mining and quarrying,Geothermal,0,0
Ghana,         Mining and quarrying,Solar photovoltaics,0,0
Ghana,         Mining and quarrying,Solar thermal,0,0
Ghana,         Mining and quarrying,"Tide, wave and ocean",0,0
Ghana,         Mining and quarrying,Wind,0,0
Ghana,         Mining and quarrying,Other sources,0,0
Ghana,         Mining and quarrying,Electricity,16.681,0
Ghana,         Mining and quarrying,Heat,0,0
Ghana,         Mining and quarrying,Total,16.681,0
Ghana,         Mining and quarrying,Memo: Renewables,0,0
Ghana,         Construction,Hard coal (if no detail),0,x
Ghana,         Construction,Brown coal (if no detail),0,x
Ghana,         Construction,Anthracite,..,0
Ghana,         Construction,Coking coal,..,0
Ghana,         Construction,Other bituminous coal,..,0
Ghana,         Construction,Sub-bituminous coal,..,0
Ghana,         Construction,Lignite,..,0
Ghana,         Construction,Patent fuel,0,0
Ghana,         Construction,Coke oven coke,0,0
Ghana,         Construction,Gas coke,0,0
Ghana,         Construction,Coal tar,0,0
Ghana,         Construction,BKB,0,0
Ghana,         Construction,Gas works gas,0,0
Ghana,         Construction,Coke oven gas,0,0
Ghana,         Construction,Blast furnace gas,0,0
Ghana,         Construction,Other recovered gases,0,0
Ghana,         Construction,Peat,0,0
Ghana,         Construction,Peat products,0,0
Ghana,         Construction,Oil shale and oil sands,0,0
Ghana,         Construction,Natural gas,0,0
Ghana,         Construction,Crude/NGL/feedstocks (if no detail),x,x
Ghana,         Construction,Crude oil,0,0
Ghana,         Construction,Natural gas liquids,0,0
Ghana,         Construction,Refinery feedstocks,0,0
Ghana,         Construction,Additives/blending components,0,0
Ghana,         Construction,Other hydrocarbons,0,0
Ghana,         Construction,Refinery gas,0,0
Ghana,         Construction,Ethane,0,0
Ghana,         Construction,Liquefied petroleum gases (LPG),0,0
Ghana,         Construction,Motor gasoline excl. biofuels,0,0
Ghana,         Construction,Aviation gasoline,0,0
Ghana,         Construction,Gasoline type jet fuel,0,0
Ghana,         Construction,Kerosene type jet fuel excl. biofuels,0,0
Ghana,         Construction,Other kerosene,0,0
Ghana,         Construction,Gas/diesel oil excl. biofuels,0,0
Ghana,         Construction,Fuel oil,0,0
Ghana,         Construction,Naphtha,0,0
Ghana,         Construction,White spirit & SBP,0,0
Ghana,         Construction,Lubricants,0,0
Ghana,         Construction,Bitumen,0,0
Ghana,         Construction,Paraffin waxes,0,0
Ghana,         Construction,Petroleum coke,0,0
Ghana,         Construction,Other oil products,0,0
Ghana,         Construction,Industrial waste,0,0
Ghana,         Construction,Municipal waste (renewable),0,0
Ghana,         Construction,Municipal waste (non-renewable),0,0
Ghana,         Construction,Primary solid biofuels,0,0
Ghana,         Construction,Biogases,0,0
Ghana,         Construction,Biogasoline,0,0
Ghana,         Construction,Biodiesels,0,0
Ghana,         Construction,Bio jet kerosene,0,0
Ghana,         Construction,Other liquid biofuels,0,0
Ghana,         Construction,Non-specified primary biofuels and waste,0,0
Ghana,         Construction,Charcoal,0,0
Ghana,         Construction,Elec/heat output from non-specified manufactured gases,0,0
Ghana,         Construction,Heat output from non-specified combustible fuels,0,0
Ghana,         Construction,Nuclear,0,0
Ghana,         Construction,Hydro,0,0
Ghana,         Construction,Geothermal,0,0
Ghana,         Construction,Solar photovoltaics,0,0
Ghana,         Construction,Solar thermal,0,0
Ghana,         Construction,"Tide, wave and ocean",0,0
Ghana,         Construction,Wind,0,0
Ghana,         Construction,Other sources,0,0
Ghana,         Construction,Electricity,0,0
Ghana,         Construction,Heat,0,0
Ghana,         Construction,Total,0,0
Ghana,         Construction,Memo: Renewables,0,0
Ghana,         Manufacturing,Hard coal (if no detail),0,x
Ghana,         Manufacturing,Brown coal (if no detail),0,x
Ghana,         Manufacturing,Anthracite,..,0
Ghana,         Manufacturing,Coking coal,..,0
Ghana,         Manufacturing,Other bituminous coal,..,0
Ghana,         Manufacturing,Sub-bituminous coal,..,0
Ghana,         Manufacturing,Lignite,..,0
Ghana,         Manufacturing,Patent fuel,0,0
Ghana,         Manufacturing,Coke oven coke,0,0
Ghana,         Manufacturing,Gas coke,0,0
Ghana,         Manufacturing,Coal tar,0,0
Ghana,         Manufacturing,BKB,0,0
Ghana,         Manufacturing,Gas works gas,0,0
Ghana,         Manufacturing,Coke oven gas,0,0
Ghana,         Manufacturing,Blast furnace gas,0,0
Ghana,         Manufacturing,Other recovered gases,0,0
Ghana,         Manufacturing,Peat,0,0
Ghana,         Manufacturing,Peat products,0,0
Ghana,         Manufacturing,Oil shale and oil sands,0,0
Ghana,         Manufacturing,Natural gas,0,0
Ghana,         Manufacturing,Crude/NGL/feedstocks (if no detail),x,x
Ghana,         Manufacturing,Crude oil,0,0
Ghana,         Manufacturing,Natural gas liquids,0,0
Ghana,         Manufacturing,Refinery feedstocks,0,0
Ghana,         Manufacturing,Additives/blending components,0,0
Ghana,         Manufacturing,Other hydrocarbons,0,0
Ghana,         Manufacturing,Refinery gas,0,0
Ghana,         Manufacturing,Ethane,0,0
Ghana,         Manufacturing,Liquefied petroleum gases (LPG),0,0
Ghana,         Manufacturing,Motor gasoline excl. biofuels,0,0
Ghana,         Manufacturing,Aviation gasoline,0,0
Ghana,         Manufacturing,Gasoline type jet fuel,0,0
Ghana,         Manufacturing,Kerosene type jet fuel excl. biofuels,0,0
Ghana,         Manufacturing,Other kerosene,0,0
Ghana,         Manufacturing,Gas/diesel oil excl. biofuels,0,0
Ghana,         Manufacturing,Fuel oil,0,0
Ghana,         Manufacturing,Naphtha,0,0
Ghana,         Manufacturing,White spirit & SBP,0,0
Ghana,         Manufacturing,Lubricants,0,0
Ghana,         Manufacturing,Bitumen,0,0
Ghana,         Manufacturing,Paraffin waxes,0,0
Ghana,         Manufacturing,Petroleum coke,0,0
Ghana,         Manufacturing,Other oil products,0,0
Ghana,         Manufacturing,Industrial waste,0,0
Ghana,         Manufacturing,Municipal waste (renewable),0,0
Ghana,         Manufacturing,Municipal waste (non-renewable),0,0
Ghana,         Manufacturing,Primary solid biofuels,0,0
Ghana,         Manufacturing,Biogases,0,0
Ghana,         Manufacturing,Biogasoline,0,0
Ghana,         Manufacturing,Biodiesels,0,0
Ghana,         Manufacturing,Bio jet kerosene,0,0
Ghana,         Manufacturing,Other liquid biofuels,0,0
Ghana,         Manufacturing,Non-specified primary biofuels and waste,0,0
Ghana,         Manufacturing,Charcoal,0,0
Ghana,         Manufacturing,Elec/heat output from non-specified manufactured gases,0,0
Ghana,         Manufacturing,Heat output from non-specified combustible fuels,0,0
Ghana,         Manufacturing,Nuclear,0,0
Ghana,         Manufacturing,Hydro,0,0
Ghana,         Manufacturing,Geothermal,0,0
Ghana,         Manufacturing,Solar photovoltaics,0,0
Ghana,         Manufacturing,Solar thermal,0,0
Ghana,         Manufacturing,"Tide, wave and ocean",0,0
Ghana,         Manufacturing,Wind,0,0
Ghana,         Manufacturing,Other sources,0,0
Ghana,         Manufacturing,Electricity,171.1092,0
Ghana,         Manufacturing,Heat,0,0
Ghana,         Manufacturing,Total,171.1092,0
Ghana,         Manufacturing,Memo: Renewables,0,0
Ghana,            Iron and steel,Hard coal (if no detail),0,x
Ghana,            Iron and steel,Brown coal (if no detail),0,x
Ghana,            Iron and steel,Anthracite,..,0
Ghana,            Iron and steel,Coking coal,..,0
Ghana,            Iron and steel,Other bituminous coal,..,0
Ghana,            Iron and steel,Sub-bituminous coal,..,0
Ghana,            Iron and steel,Lignite,..,0
Ghana,            Iron and steel,Patent fuel,0,0
Ghana,            Iron and steel,Coke oven coke,0,0
Ghana,            Iron and steel,Gas coke,0,0
Ghana,            Iron and steel,Coal tar,0,0
Ghana,            Iron and steel,BKB,0,0
Ghana,            Iron and steel,Gas works gas,0,0
Ghana,            Iron and steel,Coke oven gas,0,0
Ghana,            Iron and steel,Blast furnace gas,0,0
Ghana,            Iron and steel,Other recovered gases,0,0
Ghana,            Iron and steel,Peat,0,0
Ghana,            Iron and steel,Peat products,0,0
Ghana,            Iron and steel,Oil shale and oil sands,0,0
Ghana,            Iron and steel,Natural gas,0,0
Ghana,            Iron and steel,Crude/NGL/feedstocks (if no detail),x,x
Ghana,            Iron and steel,Crude oil,0,0
Ghana,            Iron and steel,Natural gas liquids,0,0
Ghana,            Iron and steel,Refinery feedstocks,0,0
Ghana,            Iron and steel,Additives/blending components,0,0
Ghana,            Iron and steel,Other hydrocarbons,0,0
Ghana,            Iron and steel,Refinery gas,0,0
Ghana,            Iron and steel,Ethane,0,0
Ghana,            Iron and steel,Liquefied petroleum gases (LPG),0,0
Ghana,            Iron and steel,Motor gasoline excl. biofuels,0,0
Ghana,            Iron and steel,Aviation gasoline,0,0
Ghana,            Iron and steel,Gasoline type jet fuel,0,0
Ghana,            Iron and steel,Kerosene type jet fuel excl. biofuels,0,0
Ghana,            Iron and steel,Other kerosene,0,0
Ghana,            Iron and steel,Gas/diesel oil excl. biofuels,0,0
Ghana,            Iron and steel,Fuel oil,0,0
Ghana,            Iron and steel,Naphtha,0,0
Ghana,            Iron and steel,White spirit & SBP,0,0
Ghana,            Iron and steel,Lubricants,0,0
Ghana,            Iron and steel,Bitumen,0,0
Ghana,            Iron and steel,Paraffin waxes,0,0
Ghana,            Iron and steel,Petroleum coke,0,0
Ghana,            Iron and steel,Other oil products,0,0
Ghana,            Iron and steel,Industrial waste,0,0
Ghana,            Iron and steel,Municipal waste (renewable),0,0
Ghana,            Iron and steel,Municipal waste (non-renewable),0,0
Ghana,            Iron and steel,Primary solid biofuels,0,0
Ghana,            Iron and steel,Biogases,0,0
Ghana,            Iron and steel,Biogasoline,0,0
Ghana,            Iron and steel,Biodiesels,0,0
Ghana,            Iron and steel,Bio jet kerosene,0,0
Ghana,            Iron and steel,Other liquid biofuels,0,0
Ghana,            Iron and steel,Non-specified primary biofuels and waste,0,0
Ghana,            Iron and steel,Charcoal,0,0
Ghana,            Iron and steel,Elec/heat output from non-specified manufactured gases,0,0
Ghana,            Iron and steel,Heat output from non-specified combustible fuels,0,0
Ghana,            Iron and steel,Nuclear,0,0
Ghana,            Iron and steel,Hydro,0,0
Ghana,            Iron and steel,Geothermal,0,0
Ghana,            Iron and steel,Solar photovoltaics,0,0
Ghana,            Iron and steel,Solar thermal,0,0
Ghana,            Iron and steel,"Tide, wave and ocean",0,0
Ghana,            Iron and steel,Wind,0,0
Ghana,            Iron and steel,Other sources,0,0
Ghana,            Iron and steel,Electricity,0,0
Ghana,            Iron and steel,Heat,0,0
Ghana,            Iron and steel,Total,0,0
Ghana,            Iron and steel,Memo: Renewables,0,0
Ghana,            Chemical and petrochemical,Hard coal (if no detail),0,x
Ghana,            Chemical and petrochemical,Brown coal (if no detail),0,x
Ghana,            Chemical and petrochemical,Anthracite,..,0
Ghana,            Chemical and petrochemical,Coking coal,..,0
Ghana,            Chemical and petrochemical,Other bituminous coal,..,0
Ghana,            Chemical and petrochemical,Sub-bituminous coal,..,0
Ghana,            Chemical and petrochemical,Lignite,..,0
Ghana,            Chemical and petrochemical,Patent fuel,0,0
Ghana,            Chemical and petrochemical,Coke oven coke,0,0
Ghana,            Chemical and petrochemical,Gas coke,0,0
Ghana,            Chemical and petrochemical,Coal tar,0,0
Ghana,            Chemical and petrochemical,BKB,0,0
Ghana,            Chemical and petrochemical,Gas works gas,0,0
Ghana,            Chemical and petrochemical,Coke oven gas,0,0
Ghana,            Chemical and petrochemical,Blast furnace gas,0,0
Ghana,            Chemical and petrochemical,Other recovered gases,0,0
Ghana,            Chemical and petrochemical,Peat,0,0
Ghana,            Chemical and petrochemical,Peat products,0,0
Ghana,            Chemical and petrochemical,Oil shale and oil sands,0,0
Ghana,            Chemical and petrochemical,Natural gas,0,0
Ghana,            Chemical and petrochemical,Crude/NGL/feedstocks (if no detail),x,x
Ghana,            Chemical and petrochemical,Crude oil,0,0
Ghana,            Chemical and petrochemical,Natural gas liquids,0,0
Ghana,            Chemical and petrochemical,Refinery feedstocks,0,0
Ghana,            Chemical and petrochemical,Additives/blending components,0,0
Ghana,            Chemical and petrochemical,Other hydrocarbons,0,0
Ghana,            Chemical and petrochemical,Refinery gas,0,0
Ghana,            Chemical and petrochemical,Ethane,0,0
Ghana,            Chemical and petrochemical,Liquefied petroleum gases (LPG),0,0
Ghana,            Chemical and petrochemical,Motor gasoline excl. biofuels,0,0
Ghana,            Chemical and petrochemical,Aviation gasoline,0,0
Ghana,            Chemical and petrochemical,Gasoline type jet fuel,0,0
Ghana,            Chemical and petrochemical,Kerosene type jet fuel excl. biofuels,0,0
Ghana,            Chemical and petrochemical,Other kerosene,0,0
Ghana,            Chemical and petrochemical,Gas/diesel oil excl. biofuels,0,0
Ghana,            Chemical and petrochemical,Fuel oil,0,0
Ghana,            Chemical and petrochemical,Naphtha,0,0
Ghana,            Chemical and petrochemical,White spirit & SBP,0,0
Ghana,            Chemical and petrochemical,Lubricants,0,0
Ghana,            Chemical and petrochemical,Bitumen,0,0
Ghana,            Chemical and petrochemical,Paraffin waxes,0,0
Ghana,            Chemical and petrochemical,Petroleum coke,0,0
Ghana,            Chemical and petrochemical,Other oil products,0,0
Ghana,            Chemical and petrochemical,Industrial waste,0,0
Ghana,            Chemical and petrochemical,Municipal waste (renewable),0,0
Ghana,            Chemical and petrochemical,Municipal waste (non-renewable),0,0
Ghana,            Chemical and petrochemical,Primary solid biofuels,0,0
Ghana,            Chemical and petrochemical,Biogases,0,0
Ghana,            Chemical and petrochemical,Biogasoline,0,0
Ghana,            Chemical and petrochemical,Biodiesels,0,0
Ghana,            Chemical and petrochemical,Bio jet kerosene,0,0
Ghana,            Chemical and petrochemical,Other liquid biofuels,0,0
Ghana,            Chemical and petrochemical,Non-specified primary biofuels and waste,0,0
Ghana,            Chemical and petrochemical,Charcoal,0,0
Ghana,            Chemical and petrochemical,Elec/heat output from non-specified manufactured gases,0,0
Ghana,            Chemical and petrochemical,Heat output from non-specified combustible fuels,0,0
Ghana,            Chemical and petrochemical,Nuclear,0,0
Ghana,            Chemical and petrochemical,Hydro,0,0
Ghana,            Chemical and petrochemical,Geothermal,0,0
Ghana,            Chemical and petrochemical,Solar photovoltaics,0,0
Ghana,            Chemical and petrochemical,Solar thermal,0,0
Ghana,            Chemical and petrochemical,"Tide, wave and ocean",0,0
Ghana,            Chemical and petrochemical,Wind,0,0
Ghana,            Chemical and petrochemical,Other sources,0,0
Ghana,            Chemical and petrochemical,Electricity,0,0
Ghana,            Chemical and petrochemical,Heat,0,0
Ghana,            Chemical and petrochemical,Total,0,0
Ghana,            Chemical and petrochemical,Memo: Renewables,0,0
Ghana,            Non-ferrous metals,Hard coal (if no detail),0,x
Ghana,            Non-ferrous metals,Brown coal (if no detail),0,x
Ghana,            Non-ferrous metals,Anthracite,..,0
Ghana,            Non-ferrous metals,Coking coal,..,0
Ghana,            Non-ferrous metals,Other bituminous coal,..,0
Ghana,            Non-ferrous metals,Sub-bituminous coal,..,0
Ghana,            Non-ferrous metals,Lignite,..,0
Ghana,            Non-ferrous metals,Patent fuel,0,0
Ghana,            Non-ferrous metals,Coke oven coke,0,0
Ghana,            Non-ferrous metals,Gas coke,0,0
Ghana,            Non-ferrous metals,Coal tar,0,0
Ghana,            Non-ferrous metals,BKB,0,0
Ghana,            Non-ferrous metals,Gas works gas,0,0
Ghana,            Non-ferrous metals,Coke oven gas,0,0
Ghana,            Non-ferrous metals,Blast furnace gas,0,0
Ghana,            Non-ferrous metals,Other recovered gases,0,0
Ghana,            Non-ferrous metals,Peat,0,0
Ghana,            Non-ferrous metals,Peat products,0,0
Ghana,            Non-ferrous metals,Oil shale and oil sands,0,0
Ghana,            Non-ferrous metals,Natural gas,0,0
Ghana,            Non-ferrous metals,Crude/NGL/feedstocks (if no detail),x,x
Ghana,            Non-ferrous metals,Crude oil,0,0
Ghana,            Non-ferrous metals,Natural gas liquids,0,0
Ghana,            Non-ferrous metals,Refinery feedstocks,0,0
Ghana,            Non-ferrous metals,Additives/blending components,0,0
Ghana,            Non-ferrous metals,Other hydrocarbons,0,0
Ghana,            Non-ferrous metals,Refinery gas,0,0
Ghana,            Non-ferrous metals,Ethane,0,0
Ghana,            Non-ferrous metals,Liquefied petroleum gases (LPG),0,0
Ghana,            Non-ferrous metals,Motor gasoline excl. biofuels,0,0
Ghana,            Non-ferrous metals,Aviation gasoline,0,0
Ghana,            Non-ferrous metals,Gasoline type jet fuel,0,0
Ghana,            Non-ferrous metals,Kerosene type jet fuel excl. biofuels,0,0
Ghana,            Non-ferrous metals,Other kerosene,0,0
Ghana,            Non-ferrous metals,Gas/diesel oil excl. biofuels,0,0
Ghana,            Non-ferrous metals,Fuel oil,0,0
Ghana,            Non-ferrous metals,Naphtha,0,0
Ghana,            Non-ferrous metals,White spirit & SBP,0,0
Ghana,            Non-ferrous metals,Lubricants,0,0
Ghana,            Non-ferrous metals,Bitumen,0,0
Ghana,            Non-ferrous metals,Paraffin waxes,0,0
Ghana,            Non-ferrous metals,Petroleum coke,0,0
Ghana,            Non-ferrous metals,Other oil products,0,0
Ghana,            Non-ferrous metals,Industrial waste,0,0
Ghana,            Non-ferrous metals,Municipal waste (renewable),0,0
Ghana,            Non-ferrous metals,Municipal waste (non-renewable),0,0
Ghana,            Non-ferrous metals,Primary solid biofuels,0,0
Ghana,            Non-ferrous metals,Biogases,0,0
Ghana,            Non-ferrous metals,Biogasoline,0,0
Ghana,            Non-ferrous metals,Biodiesels,0,0
Ghana,            Non-ferrous metals,Bio jet kerosene,0,0
Ghana,            Non-ferrous metals,Other liquid biofuels,0,0
Ghana,            Non-ferrous metals,Non-specified primary biofuels and waste,0,0
Ghana,            Non-ferrous metals,Charcoal,0,0
Ghana,            Non-ferrous metals,Elec/heat output from non-specified manufactured gases,0,0
Ghana,            Non-ferrous metals,Heat output from non-specified combustible fuels,0,0
Ghana,            Non-ferrous metals,Nuclear,0,0
Ghana,            Non-ferrous metals,Hydro,0,0
Ghana,            Non-ferrous metals,Geothermal,0,0
Ghana,            Non-ferrous metals,Solar photovoltaics,0,0
Ghana,            Non-ferrous metals,Solar thermal,0,0
Ghana,            Non-ferrous metals,"Tide, wave and ocean",0,0
Ghana,            Non-ferrous metals,Wind,0,0
Ghana,            Non-ferrous metals,Other sources,0,0
Ghana,            Non-ferrous metals,Electricity,169.6475,0
Ghana,            Non-ferrous metals,Heat,0,0
Ghana,            Non-ferrous metals,Total,169.6475,0
Ghana,            Non-ferrous metals,Memo: Renewables,0,0
Ghana,            Non-metallic minerals,Hard coal (if no detail),0,x
Ghana,            Non-metallic minerals,Brown coal (if no detail),0,x
Ghana,            Non-metallic minerals,Anthracite,..,0
Ghana,            Non-metallic minerals,Coking coal,..,0
Ghana,            Non-metallic minerals,Other bituminous coal,..,0
Ghana,            Non-metallic minerals,Sub-bituminous coal,..,0
Ghana,            Non-metallic minerals,Lignite,..,0
Ghana,            Non-metallic minerals,Patent fuel,0,0
Ghana,            Non-metallic minerals,Coke oven coke,0,0
Ghana,            Non-metallic minerals,Gas coke,0,0
Ghana,            Non-metallic minerals,Coal tar,0,0
Ghana,            Non-metallic minerals,BKB,0,0
Ghana,            Non-metallic minerals,Gas works gas,0,0
Ghana,            Non-metallic minerals,Coke oven gas,0,0
Ghana,            Non-metallic minerals,Blast furnace gas,0,0
Ghana,            Non-metallic minerals,Other recovered gases,0,0
Ghana,            Non-metallic minerals,Peat,0,0
Ghana,            Non-metallic minerals,Peat products,0,0
Ghana,            Non-metallic minerals,Oil shale and oil sands,0,0
Ghana,            Non-metallic minerals,Natural gas,0,0
Ghana,            Non-metallic minerals,Crude/NGL/feedstocks (if no detail),x,x
Ghana,            Non-metallic minerals,Crude oil,0,0
Ghana,            Non-metallic minerals,Natural gas liquids,0,0
Ghana,            Non-metallic minerals,Refinery feedstocks,0,0
Ghana,            Non-metallic minerals,Additives/blending components,0,0
Ghana,            Non-metallic minerals,Other hydrocarbons,0,0
Ghana,            Non-metallic minerals,Refinery gas,0,0
Ghana,            Non-metallic minerals,Ethane,0,0
Ghana,            Non-metallic minerals,Liquefied petroleum gases (LPG),0,0
Ghana,            Non-metallic minerals,Motor gasoline excl. biofuels,0,0
Ghana,            Non-metallic minerals,Aviation gasoline,0,0
Ghana,            Non-metallic minerals,Gasoline type jet fuel,0,0
Ghana,            Non-metallic minerals,Kerosene type jet fuel excl. biofuels,0,0
Ghana,            Non-metallic minerals,Other kerosene,0,0
Ghana,            Non-metallic minerals,Gas/diesel oil excl. biofuels,0,0
Ghana,            Non-metallic minerals,Fuel oil,0,0
Ghana,            Non-metallic minerals,Naphtha,0,0
Ghana,            Non-metallic minerals,White spirit & SBP,0,0
Ghana,            Non-metallic minerals,Lubricants,0,0
Ghana,            Non-metallic minerals,Bitumen,0,0
Ghana,            Non-metallic minerals,Paraffin waxes,0,0
Ghana,            Non-metallic minerals,Petroleum coke,0,0
Ghana,            Non-metallic minerals,Other oil products,0,0
Ghana,            Non-metallic minerals,Industrial waste,0,0
Ghana,            Non-metallic minerals,Municipal waste (renewable),0,0
Ghana,            Non-metallic minerals,Municipal waste (non-renewable),0,0
Ghana,            Non-metallic minerals,Primary solid biofuels,0,0
Ghana,            Non-metallic minerals,Biogases,0,0
Ghana,            Non-metallic minerals,Biogasoline,0,0
Ghana,            Non-metallic minerals,Biodiesels,0,0
Ghana,            Non-metallic minerals,Bio jet kerosene,0,0
Ghana,            Non-metallic minerals,Other liquid biofuels,0,0
Ghana,            Non-metallic minerals,Non-specified primary biofuels and waste,0,0
Ghana,            Non-metallic minerals,Charcoal,0,0
Ghana,            Non-metallic minerals,Elec/heat output from non-specified manufactured gases,0,0
Ghana,            Non-metallic minerals,Heat output from non-specified combustible fuels,0,0
Ghana,            Non-metallic minerals,Nuclear,0,0
Ghana,            Non-metallic minerals,Hydro,0,0
Ghana,            Non-metallic minerals,Geothermal,0,0
Ghana,            Non-metallic minerals,Solar photovoltaics,0,0
Ghana,            Non-metallic minerals,Solar thermal,0,0
Ghana,            Non-metallic minerals,"Tide, wave and ocean",0,0
Ghana,            Non-metallic minerals,Wind,0,0
Ghana,            Non-metallic minerals,Other sources,0,0
Ghana,            Non-metallic minerals,Electricity,0,0
Ghana,            Non-metallic minerals,Heat,0,0
Ghana,            Non-metallic minerals,Total,0,0
Ghana,            Non-metallic minerals,Memo: Renewables,0,0
Ghana,            Transport equipment,Hard coal (if no detail),0,x
Ghana,            Transport equipment,Brown coal (if no detail),0,x
Ghana,            Transport equipment,Anthracite,..,0
Ghana,            Transport equipment,Coking coal,..,0
Ghana,            Transport equipment,Other bituminous coal,..,0
Ghana,            Transport equipment,Sub-bituminous coal,..,0
Ghana,            Transport equipment,Lignite,..,0
Ghana,            Transport equipment,Patent fuel,0,0
Ghana,            Transport equipment,Coke oven coke,0,0
Ghana,            Transport equipment,Gas coke,0,0
Ghana,            Transport equipment,Coal tar,0,0
Ghana,            Transport equipment,BKB,0,0
Ghana,            Transport equipment,Gas works gas,0,0
Ghana,            Transport equipment,Coke oven gas,0,0
Ghana,            Transport equipment,Blast furnace gas,0,0
Ghana,            Transport equipment,Other recovered gases,0,0
Ghana,            Transport equipment,Peat,0,0
Ghana,            Transport equipment,Peat products,0,0
Ghana,            Transport equipment,Oil shale and oil sands,0,0
Ghana,            Transport equipment,Natural gas,0,0
Ghana,            Transport equipment,Crude/NGL/feedstocks (if no detail),x,x
Ghana,            Transport equipment,Crude oil,0,0
Ghana,            Transport equipment,Natural gas liquids,0,0
Ghana,            Transport equipment,Refinery feedstocks,0,0
Ghana,            Transport equipment,Additives/blending components,0,0
Ghana,            Transport equipment,Other hydrocarbons,0,0
Ghana,            Transport equipment,Refinery gas,0,0
Ghana,            Transport equipment,Ethane,0,0
Ghana,            Transport equipment,Liquefied petroleum gases (LPG),0,0
Ghana,            Transport equipment,Motor gasoline excl. biofuels,0,0
Ghana,            Transport equipment,Aviation gasoline,0,0
Ghana,            Transport equipment,Gasoline type jet fuel,0,0
Ghana,            Transport equipment,Kerosene type jet fuel excl. biofuels,0,0
Ghana,            Transport equipment,Other kerosene,0,0
Ghana,            Transport equipment,Gas/diesel oil excl. biofuels,0,0
Ghana,            Transport equipment,Fuel oil,0,0
Ghana,            Transport equipment,Naphtha,0,0
Ghana,            Transport equipment,White spirit & SBP,0,0
Ghana,            Transport equipment,Lubricants,0,0
Ghana,            Transport equipment,Bitumen,0,0
Ghana,            Transport equipment,Paraffin waxes,0,0
Ghana,            Transport equipment,Petroleum coke,0,0
Ghana,            Transport equipment,Other oil products,0,0
Ghana,            Transport equipment,Industrial waste,0,0
Ghana,            Transport equipment,Municipal waste (renewable),0,0
Ghana,            Transport equipment,Municipal waste (non-renewable),0,0
Ghana,            Transport equipment,Primary solid biofuels,0,0
Ghana,            Transport equipment,Biogases,0,0
Ghana,            Transport equipment,Biogasoline,0,0
Ghana,            Transport equipment,Biodiesels,0,0
Ghana,            Transport equipment,Bio jet kerosene,0,0
Ghana,            Transport equipment,Other liquid biofuels,0,0
Ghana,            Transport equipment,Non-specified primary biofuels and waste,0,0
